wmt_article_id,wmt_line_number,exp_item_number,src,human,mt,spam
ifeng0812.news.49767078_0,941,U-104,"两条航道的改造工程于2011年2月开工建设,2015年1月完成交工验收,投资建设和运营主体为济宁市安平运河物流服务中心。","Constructions to renovate the two navigational channels began in February 2011, and were completed in January 2015 for inspections. The Jining City Anping Canal Logistic Service Center is the primary investor and operator of the channels.","The reconstruction 2015, two construction with in in Canal February investment, the January was of operation the Logistics began Anping Jining 2011 of completed and waterways and Service Center.",mt
ifeng0812.news.49767909_0,1125,U-105,今年10月1日，国际货币基金组织将正式接纳人民币，成为ＳＤＲ（特别提款权）权重货币。,"On October 1 this year, the International Monetary Fund will officially include the RMB as a currency in the SDR (Special Drawing Rights) basket.","On October 1, the International Monetary Fund will officially accept the renminbi as a SDR (Special Drawing Rights) weighted currency.",
ifeng0812.news.49766908_0,907,U-106,虽然前4次没有针对煤炭行业，但目标行业直接与煤炭业产生关系。,"Although the coal industry was not the target in the first four times, the targeted industries were directly related to coal industry production.","Although the first four times did not target the coal industry, but the target industry has a direct relationship with the coal industry.",
ifeng0812.news.49767202_0,992,U-107,吴言自己也坦言在网络上更“如鱼得水”。,"Wu Yan himself honestly said that he feels like ""fish returned to the water"" when he goes online.","Wu Yan himself also admitted to being more ""like a duck to water"" on the Internet.",
ifeng0812.news.49765988_0,797,U-108,7月份CPI上涨1.8%，环比上涨0.2%;1-7月份CPI上涨2.1%，所以物价形势总体稳定。,"CPI rose by 1.8% in July, and grew by 0.2% when compared to the previous period. CPI from January to July rose by 2.1%. These figures indicate that trends for commodity prices have, in general, remained steady.","CPI rose 1.8 per cent in July, up 0.2 per cent month-on-month, and 2.1 per cent in January-July, so prices are generally stable.",
ifeng0812.news.49767078_0,947,U-109,"洙水河航道升级改造工程是第一个采用“政府+市场”的模式,用于山东省内河港航基础设施建设的项目,政府占主体投资,社会资金补充资金缺口。","The project for upgrading and reconstructing the Zhushui River navigation channel is a first time attempt to use a ""government + market"" model. The project is an infrastructure undertaking for river ports in Shandong Province, with the government being the main investor while social investments make up for the gap in funding required.","Zhu Shuihe waterway upgrading the the project river Shandong to social market"" and in inland is accounted the adopt first to construction for model the government reconstruction ""government + investment, port Province, the projects, main for funds infrastructure supplement the funding gap.",mt
ifeng0812.news.49767542_0,1034,U-110,仪式结束后，参加活动人员参观山东原山艰苦创业纪念馆并体验无障碍设施建设。,"When the ceremony ended, the participants of the event visited the Shandong Yuanshan Pioneers' Memorial Hall to experience its barrier-free facilities.","After the ceremony, the participants visited the Shandong Yuanshan Pioneer Memorial Hall and experienced the construction of barrier-free facilities.",
ifeng0812.news.49767937_0,1136,U-111,日前，该涉案犯罪嫌疑人已被徐汇公安分局移送徐汇区检察院审查起诉。,The suspect has been transferred to the Xuihui District Procuratorate by the Xuhui public security branch for review and prosecution.,"A few days ago, the suspect in the case has been transferred by the Xuhui Public Security Bureau to the Xuhui District Prosecutor's Office for examination and prosecution.",
ifeng0812.news.49766908_0,912,U-112,匡贤明：去产能引起了各方的高度关注，今天公布的煤炭行业去产能的成绩单也确实让大家感到比较担心。,Kuang Xianming: Elimination of excess capacity caught everyone's attention. The report card on the elimination of excess capacity in the coal industry announced today has indeed caused greater concern.,"Quang Xianming: De-capacity has attracted a lot of attention from all sides, and today's announcement of the coal industry's report card for de-capacity has really made people feel more worried.",
xinhua0812..c_1119380032,1985,U-113,“但是购买了小区车位的个别业主，怕这样做会影响自己的车位出租价格，也怀疑其他人存有私心，所以一直背后搞破坏，导致车位改造一事被搁置。”,"""However, business owners who delaying in have behind lease affect their will the for and spaces and their motives sabotaging there that purchased the worry are the community this ulterior space, of parking that backs and parking others suspect harboring kept this project renovating the parking lot.""","""However, individual owners who have purchased a space in a residential area, fearing that doing so would affect the rental price of their own space and suspecting that others are selfish, have been behind the vandalism, resulting in the parking space conversion being put on hold,"" he said.",human
ifeng0812.news.49766908_0,922,U-114,因为市场直接涉及到就业的问题，所以我们要加强对员工和职工的就业技能培训。,"As the market is directly related to employment issues, we must strengthen employable skill training for the employees and vocational workers.","Because the market is directly related to the issue of employment, so we should strengthen the employment skills training for employees and workers.",
ifeng0812.news.49766908_0,910,U-115,随着价格回升，各界担心随之产生：一批小煤矿会不会复工复产？,"As prices rebound, concerns have arisen: Will some of the small coal mines resume production?","As prices recovered, concerns arose about whether a group of small coal mines would return to work and return to production.",
xinhua0812..c_129223859,1997,U-116,专家指出，今年以来随着证券市场回归平淡，很多券商业绩都出现了下滑，但公司上市之后情况要更多看公司本身业务的发展情况，不能一概而论。,"Experts pointed out that for this year, as the securities market returned to relative peace, business performance of many securities traders took a hit. After a company becomes publicly listed, its performance will depend on the development of its operations, and should not be lumped with others.","Experts pointed out that so far this year with the return of the stock market flat, many brokerage performance has declined, but the company's listing after the situation depends more on the development of the company's own business, can not be generalized.",
sina0812.news.doc-ifxuxhas1753235,1748,U-117,原标题：江苏一养殖场2000只鸡被法院查扣场主擅自变卖获刑,"Original title: A poultry farm with 2,000 chickens in Jiangsu seized by the legal court - farm owner given a penalty for unlicensed sales",Originally titled: 2000 chickens from a farm in Jiangsu were seized by the court and sold without permission,
ifeng0812.news.49766908_0,919,U-118,在部署去产能的过程中，地方政府一定要把去产能和煤炭产业的转型升级结合起来，大力发展相关的服务业。,"The local government, during the deployment of overcapacity cutting, shall combine the effort with the transformation of coal industry to drive the development of related service sector.","In the process of deploying desalination capacity, local governments must combine desalination capacity with the transformation and upgrading of the coal industry and vigorously develop the relevant service industries.",
ifeng0812.news.49765988_0,794,U-119,7月份的货物周转运量增速比上月回落3.6个百分点，洪涝灾害对这些地区的交通有一定的影响。,The growth in inventory turnover volume in July dropped 3.6% compared to last month. The flooding disaster has imposed a certain degree of influence to traffic in these areas.,"The growth rate of goods turnover in July fell 3.6 percentage points from the previous month, with flooding having some impact on traffic in these areas.",
ifeng0812.news.49767078_0,946,U-120,"4条航道为京杭大运河的支流航道,均采取社会融资的方式进行升级改造。","The four are reconstructed Canal, lanes of channels tributary Beijing-Hangzhou of were and shipping way and by upgraded the Grand public financing.","The four waterways are tributaries of the Beijing-Hangzhou Grand Canal, all of which have been upgraded by means of social financing.",human
